seq0, sp|C0H412|SWRD_BACSU
seq3113, sp|O43427|FIBP_HUMAN
seq3114, sp|O75674|TM1L1_HUMAN
seq3115, sp|Q9NPH3|IL1AP_HUMAN
seq3116, sp|O95988|TCL1B_HUMAN
seq3117, sp|P28562|DUS1_HUMAN
seq3118, sp|Q5RCP3|LSM8_PONAB
seq3119, sp|O00429|DNM1L_HUMAN
seq3120, sp|Q14192|FHL2_HUMAN
seq3121, sp|Q04323|UBXN1_HUMAN
seq3122, sp|P53602|MVD1_HUMAN
seq3123, sp|Q8N884|CGAS_HUMAN
seq3124, sp|Q80W90|LHX9_RAT
seq3125, sp|Q08945|SSRP1_HUMAN
seq3126, sp|Q9NR30|DDX21_HUMAN
seq3127, sp|Q14765|STAT4_HUMAN
seq3128, sp|Q08945|SSRP1_HUMAN
seq3129, sp|Q62826|HNRPM_RAT
seq3130, sp|O60331|PI51C_HUMAN
seq3131, sp|Q9NR30|DDX21_HUMAN
seq3132, sp|Q08945|SSRP1_HUMAN
seq3133, sp|P52272|HNRPM_HUMAN
seq3134, sp|Q8CIG9|FBXL8_MOUSE
seq3135, sp|P42285|MTREX_HUMAN
seq3136, sp|P42285|MTREX_HUMAN
seq3137, sp|P42285|MTREX_HUMAN
seq3138, sp|P42285|MTREX_HUMAN
seq3139, sp|Q5W0U4|BSPRY_HUMAN
seq3140, sp|Q9UJV9|DDX41_HUMAN
seq3141, sp|O95822|DCMC_HUMAN
seq3142, sp|Q96QT6|PHF12_HUMAN
seq3143, sp|Q7Z6M1|RABEK_HUMAN
seq3144, sp|Q7Z6M1|RABEK_HUMAN
seq3145, sp|O60239|3BP5_HUMAN
seq3146, sp|Q5THR3|EFCB6_HUMAN
seq3147, sp|Q9Y4L1|HYOU1_HUMAN
seq3148, sp|P28330|ACADL_HUMAN
seq3149, sp|Q92918|M4K1_HUMAN
seq3150, sp|P22392|NDKB_HUMAN
seq3151, sp|Q04695|K1C17_HUMAN
seq3152, sp|Q86UW7|CAPS2_HUMAN
seq3153, sp|Q8N3U4|STAG2_HUMAN
seq3154, sp|Q5RAY0|PFD5_PONAB
seq3155, sp|Q9WVA2|TIM8A_MOUSE
seq3156, sp|O75955|FLOT1_HUMAN
seq3157, sp|Q9Y3F4|STRAP_HUMAN
seq3158, sp|P15036|ETS2_HUMAN
seq3159, sp|Q9BXA7|TSSK1_HUMAN
seq3160, sp|P62198|PRS8_RAT
seq3161, sp|P41134|ID1_HUMAN
seq3162, sp|Q9NR20|DYRK4_HUMAN
seq3163, sp|Q9Y6E7|SIR4_HUMAN
seq3164, sp|P54803|GALC_HUMAN
seq3165, sp|P51687|SUOX_HUMAN
seq3166, sp|P54886|P5CS_HUMAN
seq3167, sp|P54886|P5CS_HUMAN
seq3168, sp|Q9BRQ8|FSP1_HUMAN
seq3169, sp|Q8N159|NAGS_HUMAN
seq3170, sp|Q8N159|NAGS_HUMAN
seq3171, sp|Q8N159|NAGS_HUMAN
seq3172, sp|Q8N159|NAGS_HUMAN
seq3173, sp|Q4R5F0|ISCA1_MACFA
seq3174, sp|Q4R5F0|ISCA1_MACFA
seq3175, sp|Q4R5F0|ISCA1_MACFA
seq3176, sp|Q6UB28|MAP12_HUMAN
seq3177, sp|Q6UB28|MAP12_HUMAN
seq3178, sp|P35251|RFC1_HUMAN
seq3179, sp|P35251|RFC1_HUMAN
seq3180, sp|O75177|CREST_HUMAN
seq3181, sp|O95072|REC8_HUMAN
seq3182, sp|O95072|REC8_HUMAN
seq3183, sp|O95551|TYDP2_HUMAN
seq3184, sp|Q9HD34|LYRM4_HUMAN
seq3185, sp|O75177|CREST_HUMAN
seq3186, sp|O75177|CREST_HUMAN
seq3187, sp|Q9NR20|DYRK4_HUMAN
seq3188, sp|O75419|CDC45_HUMAN
seq3189, sp|Q08AH1|ACSM1_HUMAN
seq3190, sp|Q5RAV5|SHOC2_PONAB
seq3191, sp|P34947|GRK5_HUMAN
seq3192, sp|P62198|PRS8_RAT
seq3193, sp|P55916|UCP3_HUMAN
seq3194, sp|P51687|SUOX_HUMAN
seq3195, sp|O75419|CDC45_HUMAN
seq3196, sp|P54886|P5CS_HUMAN
seq3197, sp|P54803|GALC_HUMAN
seq3198, sp|Q00597|FANCC_HUMAN
seq3199, sp|Q8EPH5|SYFB_OCEIH
seq3200, sp|Q8EPH5|SYFB_OCEIH
seq3201, sp|Q8EPH5|SYFB_OCEIH
seq3202, sp|Q92ES6|Y382_LISIN
seq3203, sp|P42096|LACXC_LACLL
seq3204, sp|P26223|XYNB_BUTFI
seq3205, sp|P37574|YACP_BACSU
seq3206, sp|Q5ZRP2|TRHO_LEGPH
seq3207, sp|P32361|IRE1_YEAST
seq3208, sp|D1C2C6|FTSH2_SPHTD
seq3209, sp|B5YEX8|RL10_DICT6
seq3210, sp|P74060|Y821_SYNY3
seq3211, sp|P74060|Y821_SYNY3
seq3212, sp|O31806|YNDB_BACSU
seq3213, sp|O31806|YNDB_BACSU
seq3214, sp|O31806|YNDB_BACSU
seq3215, sp|O31806|YNDB_BACSU
seq3216, sp|O31806|YNDB_BACSU
seq3217, sp|O31806|YNDB_BACSU
seq3218, sp|O31806|YNDB_BACSU
seq3219, sp|O05408|YRPG_BACSU
seq3220, sp|Q0VZ69|THAL_CHOCO
seq3221, sp|Q0VZ69|THAL_CHOCO
seq3222, sp|Q9RR31|OLEV_STRAT
seq3223, sp|O31806|YNDB_BACSU
seq3224, sp|O31806|YNDB_BACSU
seq3225, sp|D1C2C6|FTSH2_SPHTD
seq3226, sp|B5YEX8|RL10_DICT6
seq3227, sp|P54304|HEMW_BACSU
seq3228, sp|P54304|HEMW_BACSU
seq3230, sp|O31806|YNDB_BACSU
seq3231, sp|O31806|YNDB_BACSU
seq3232, sp|O31806|YNDB_BACSU
seq3233, sp|P16560|CYPK_STRVN
seq3234, sp|B3EFB1|IF2_CHLL2
seq3235, sp|Q58846|Y1451_METJA
seq3236, sp|Q8K3Q3|FOXN4_MOUSE
seq3237, sp|Q8PVI7|CSG_METMA
seq3238, sp|Q3THF9|CQ10B_MOUSE
seq3239, sp|Q98TF8|RL22_CHICK
seq3240, sp|P67985|RL22_PIG
seq3241, sp|P67985|RL22_PIG
seq3242, sp|Q6CNM8|EXO84_KLULA
seq3243, sp|Q9D9D8|DUS21_MOUSE
seq3244, sp|Q9D9D8|DUS21_MOUSE
seq3245, sp|Q9D9D8|DUS21_MOUSE
seq3246, sp|Q9D9D8|DUS21_MOUSE
seq3247, sp|Q9D9D8|DUS21_MOUSE
seq3248, sp|Q9D9D8|DUS21_MOUSE
seq3249, sp|Q9D9D8|DUS21_MOUSE
seq3250, sp|Q9D9D8|DUS21_MOUSE
seq3251, sp|Q9D9D8|DUS21_MOUSE
seq3252, sp|Q9Z2B5|E2AK3_MOUSE
seq3253, sp|Q9Z2B5|E2AK3_MOUSE
seq3254, sp|Q58875|Y1480_METJA
seq3255, sp|Q58598|Y1198_METJA
seq3256, sp|Q58598|Y1198_METJA
seq3257, sp|P50037|CPCE_THEEB
seq3258, sp|O26981|THIRX_METTH
seq3259, sp|Q8U1Z3|SAMP2_PYRFU
seq3260, sp|O26356|RS28_METTH
seq3261, sp|O27001|TFX_METTH
seq3262, sp|O27122|RPO5_METTH
seq3263, sp|O27234|MCRC_METTH
seq3264, sp|O52749|TSAE_NOSS1
seq3265, sp|Q8BRH0|TMTC3_MOUSE
seq3266, sp|Q2UA71|HAT2_ASPOR
seq3267, sp|P55049|YMEL_STRLN
seq3268, sp|Q8FEY4|PAST_ECOL6
seq3269, sp|Q55CC2|SDHB_DICDI
seq3270, sp|P55049|YMEL_STRLN
seq3271, sp|P55049|YMEL_STRLN
seq3272, sp|P9WKN0|Y959_MYCTO
seq3273, sp|P55049|YMEL_STRLN
seq3274, sp|P77953|SSB_SHEHA
seq3275, sp|P54435|YRKH_BACSU
seq3276, sp|O50224|RECG_ACIFR
seq3277, sp|Q03036|IRC4_YEAST
seq3278, sp|Q12314|SFM1_YEAST
seq3279, sp|Q59044|Y1650_METJA
seq3280, sp|O24721|PHDI_NOCSK
seq3281, sp|O24721|PHDI_NOCSK
seq3282, sp|Q8G3D4|LIVB3_BRUSU
seq3283, sp|Q9KX40|ESTB_BURGA
seq3284, sp|Q9KX40|ESTB_BURGA
seq3285, sp|Q51548|PVDA_PSEAE
seq3286, sp|Q3ZZB2|SYM_DEHMC
seq3287, sp|P77148|YDHS_ECOLI
seq3288, sp|P77148|YDHS_ECOLI
seq3289, sp|Q5ZIU1|MCRI1_CHICK
seq3290, sp|Q08329|RSMI_MICOL
seq3291, sp|Q03036|IRC4_YEAST
seq3292, sp|P27697|COQ8_YEAST
seq3293, sp|P27697|COQ8_YEAST
seq3294, sp|P27697|COQ8_YEAST
seq3295, sp|P27697|COQ8_YEAST
seq3296, sp|Q06567|MCP2_YEAST
seq3297, sp|Q06567|MCP2_YEAST
seq3298, sp|Q06567|MCP2_YEAST
seq3299, sp|Q06567|MCP2_YEAST
seq3300, sp|Q6Q560|ISD11_YEAST
seq3301, sp|Q6Q560|ISD11_YEAST
seq3302, sp|P32860|NFU1_YEAST
seq3303, sp|P32860|NFU1_YEAST
seq3304, sp|P32860|NFU1_YEAST
seq3305, sp|P32860|NFU1_YEAST
seq3306, sp|P32860|NFU1_YEAST
seq3307, sp|P32860|NFU1_YEAST
seq3308, sp|P32860|NFU1_YEAST
seq3309, sp|P32860|NFU1_YEAST
seq3310, sp|P32860|NFU1_YEAST
seq3311, sp|P32860|NFU1_YEAST
seq3312, sp|P27697|COQ8_YEAST
seq3313, sp|P32860|NFU1_YEAST
seq3314, sp|Q06567|MCP2_YEAST
seq3315, sp|P94560|YSNF_BACSU
seq3316, sp|P32335|MSS51_YEAST
seq3317, sp|P32335|MSS51_YEAST
seq3318, sp|P32335|MSS51_YEAST
seq3319, sp|P32335|MSS51_YEAST
seq3320, sp|P53266|SHY1_YEAST
seq3321, sp|Q08230|SDHF2_YEAST
seq3322, sp|Q08230|SDHF2_YEAST
seq3323, sp|Q08230|SDHF2_YEAST
seq3324, sp|Q08230|SDHF2_YEAST
seq3325, sp|P27697|COQ8_YEAST
seq3326, sp|P27697|COQ8_YEAST
seq3327, sp|Q00711|SDHA_YEAST
seq3328, sp|Q00711|SDHA_YEAST
seq3329, sp|Q00711|SDHA_YEAST
seq3330, sp|Q00711|SDHA_YEAST
seq3331, sp|Q00711|SDHA_YEAST
seq3332, sp|Q00711|SDHA_YEAST
seq3333, sp|Q03020|ISU1_YEAST
seq3334, sp|Q03020|ISU1_YEAST
seq3335, sp|Q03020|ISU1_YEAST
seq3336, sp|Q03020|ISU1_YEAST
seq3337, sp|Q03020|ISU1_YEAST
seq3338, sp|Q03020|ISU1_YEAST
seq3339, sp|Q03020|ISU1_YEAST
seq3340, sp|Q03020|ISU1_YEAST
seq3341, sp|P47079|TCPQ_YEAST
seq3342, sp|P42943|TCPH_YEAST
seq3343, sp|P12612|TCPA_YEAST
seq3344, sp|P12612|TCPA_YEAST
seq3345, sp|P40413|TCPE_YEAST
seq3346, sp|P39079|TCPZ_YEAST
seq3347, sp|P39076|TCPB_YEAST
seq3348, sp|Q00873|CYT2_YEAST
seq3349, sp|Q03429|MZM1_YEAST
seq3350, sp|P34218|SAS3_YEAST
seq3351, sp|O68560|RATA_PSEAE
seq3352, sp|O33698|RS1_SYNE7
seq3353, sp|Q7XM31|RDR2_ORYSJ
seq3354, sp|P55049|YMEL_STRLN
seq3355, sp|O33698|RS1_SYNE7
seq3356, sp|A7MZR6|DGTL1_VIBCB
seq3357, sp|O33698|RS1_SYNE7
seq3358, sp|Q25410|MIPR_LYMST
seq3359, sp|Q46363|ZAM_SYNY3
seq3360, sp|O68560|RATA_PSEAE
seq3361, sp|P73145|SSB2_SYNY3
seq3362, sp|P54199|MPS1_YEAST
seq3363, sp|P73145|SSB2_SYNY3
seq3364, sp|O52749|TSAE_NOSS1
seq3365, sp|P0A2U4|IPGC_SHIFL
seq3366, sp|P0A1U0|YIGI_SALTY
seq3367, sp|P21207|LCRH_YERPE
seq3368, sp|P54435|YRKH_BACSU
seq3369, sp|B0K5Y2|HCP_THEPX
seq3370, sp|P03734|G_LAMBD
seq3371, sp|P0ADS8|YGGE_SHIFL
seq3372, sp|Q70LM5|LGRC_BREPA
seq3373, sp|Q70LM4|LGRD_BREPA
seq3374, sp|Q70LM4|LGRD_BREPA
seq3375, sp|Q70LM4|LGRD_BREPA
seq3376, sp|Q70LM4|LGRD_BREPA
seq3377, sp|Q0VZ69|THAL_CHOCO
seq3378, sp|Q0VZ69|THAL_CHOCO
seq3379, sp|Q0VZ69|THAL_CHOCO
seq3380, sp|Q0VZ69|THAL_CHOCO
seq3381, sp|Q06816|HYEP_STIAD
seq3382, sp|O33469|PAAK_PSEPU
seq3383, sp|Q8GMH4|SGCD_STRGL
seq3384, sp|Q8RQQ0|NPHA1_RHOSO
seq3385, sp|Q8RQQ0|NPHA1_RHOSO
seq3386, sp|Q8RQQ0|NPHA1_RHOSO
seq3387, sp|Q8RQQ0|NPHA1_RHOSO
seq3388, sp|Q70LM5|LGRC_BREPA
seq3389, sp|Q9M571|PEAMT_SPIOL
seq3390, sp|P44679|YBGC_HAEIN
seq3391, sp|Q45061|YNEP_BACSU
seq3392, sp|P0ADP4|YIGI_SHIFL
seq3393, sp|Q8NBA8|DTWD2_HUMAN
seq3394, sp|Q8XDG3|CMOM_ECO57
seq3395, sp|O52400|YGGE_EDWI9
seq3396, sp|Q8EDU8|PSRP_SHEON
seq3397, sp|P45135|APBC_HAEIN
seq3398, sp|Q9USK0|IPK1_SCHPO
seq3399, sp|Q9USK0|IPK1_SCHPO
seq3400, sp|Q9USK0|IPK1_SCHPO
seq3401, sp|Q03036|IRC4_YEAST
seq3402, sp|P0DPE4|CANSD_VIBAX
seq3403, sp|O94537|IRE1_SCHPO
seq3404, sp|P55815|YCCA_BACP3
seq3405, sp|P55815|YCCA_BACP3
seq3406, sp|P0A2U4|IPGC_SHIFL
seq3407, sp|P0A1U0|YIGI_SALTY
seq3408, sp|Q8XDZ4|SPY_ECO57
seq3409, sp|O31713|FRUR_BACSU
seq3410, sp|P67714|NDPA_SALTY
seq3411, sp|Q55385|RRP3_SYNY3
seq3412, sp|Q9HJ08|RS3A_THEAC
seq3413, sp|P55049|YMEL_STRLN
seq3414, sp|P55049|YMEL_STRLN
seq3415, sp|P59336|DHAA_RHOSD
seq3416, sp|P0A3G3|DHAA_RHOSO
seq3417, sp|P35160|RESA_BACSU
seq3418, sp|P03495|NS1_I72A2
seq3419, sp|O32218|BDBD_BACSU
seq3420, sp|P25535|UBII_ECOLI
seq3421, sp|A1TN80|FABZ_ACIAC
seq3422, sp|Q45061|YNEP_BACSU
seq3423, sp|B7GL26|TPIS_ANOFW
seq3424, sp|Q2NBT4|FABZ_ERYLH
seq3425, sp|Q45061|YNEP_BACSU
seq3426, sp|A8F4B1|FABZ_PSELT
seq3427, sp|Q9KL40|HUTX_VIBCH
seq3428, sp|P25519|HFLX_ECOLI
seq3429, sp|Q05627|Y202_CLOB8
seq3430, sp|Q9KRL3|CANSD_VIBCH
seq3431, sp|P03670|G5P_BPIKE
seq3432, sp|Q9NZJ5|E2AK3_HUMAN
seq3433, sp|Q9NZJ5|E2AK3_HUMAN
seq3434, sp|Q9NZJ5|E2AK3_HUMAN
seq3435, sp|O75460|ERN1_HUMAN
seq3436, sp|Q8PWQ2|Y1524_METMA
seq3437, sp|Q87YX3|ALLA_PSESM
seq3438, sp|P45627|GLN1A_LACDE
seq3439, sp|C0SP91|YYCJ_BACSU
seq3440, sp|P96724|NFI_BACSU
seq3441, sp|O31980|YOME_BACSU
seq3442, sp|Q9RF12|PHLC_CLOPF
seq3443, sp|P0ACK2|AGAR_ECOLI
seq3444, sp|D4GYE7|GLPR_HALVD
seq3445, sp|Q8NMM7|Y2544_CORGL
seq3446, sp|Q0P8G1|RIMO_CAMJE
seq3447, sp|O32041|YRVJ_BACSU
seq3448, sp|Q79E92|YKGN_ECOLI
seq3449, sp|Q480P3|BPT_COLP3
seq3450, sp|A5GNC8|ATPA_SYNPW
seq3451, sp|P37541|YAAT_BACSU
seq3452, sp|P27840|YIGE_ECOLI
seq3453, sp|Q9RUR8|Y1314_DEIRA
seq3454, sp|Q9RUR8|Y1314_DEIRA
seq3455, sp|P59444|INSC_SHIFL
seq3456, sp|B1JM17|RS21_YERPY
seq3457, sp|P65297|YGDR_SHIFL
seq3458, sp|Q3YVZ9|RL28_SHISS
seq3459, sp|Q836A6|TAGU_ENTFA
seq3460, sp|P96499|TAGV_BACSU
seq3461, sp|Q836A6|TAGU_ENTFA
seq3462, sp|P38892|CRG1_YEAST
seq3463, sp|Q54LW0|PADA_DICDI
seq3464, sp|P54389|YPIA_BACSU
seq3465, sp|Q039E2|TRMFO_LACP3
seq3466, sp|P54304|HEMW_BACSU
seq3467, sp|Q54LW0|PADA_DICDI
seq3468, sp|P52985|DHOM_LACLC
seq3469, sp|Q12177|YL056_YEAST
seq3470, sp|Q8TJK1|ARSM_METAC
seq3471, sp|Q8TJK1|ARSM_METAC
seq3472, sp|A0A0A2IBN3|CNSE_PENEN
seq3473, sp|A8G0S7|UBIE_SHESH
seq3474, sp|A8G0S7|UBIE_SHESH
seq3475, sp|Q8PU79|RS6E_METMA
seq3476, sp|O29867|AGLB3_ARCFU
seq3477, sp|Q8TJK1|ARSM_METAC
seq3478, sp|Q8TJK1|ARSM_METAC
seq3479, sp|Q07698|ABCA_AERSA
seq3480, sp|P59720|TRMB_NITEU
seq3481, sp|Q2K4E6|Y3534_RHIEC
seq3482, sp|Q9M8Y0|SEC_ARATH
seq3483, sp|Q8U3S9|RL18A_PYRFU
seq3484, sp|P0AAX5|YBIJ_SHIFL
seq3485, sp|P0ADP9|YIHD_ECOLI
seq3486, sp|P75694|YAHO_ECOLI
seq3487, sp|P0AF89|YJFY_SHIFL
seq3488, sp|P0A2A5|RL28_SALTY
seq3489, sp|Q8ZQZ7|LPTE_SALTY
seq3490, sp|P67605|YEEX_SALTY
seq3491, sp|P0ADV8|MLAC_SHIFL
seq3492, sp|P0AFM8|PSPA_SHIFL
seq3493, sp|P42616|YQJC_ECOLI
seq3494, sp|P0AF78|YJFJ_ECOLI
seq3495, sp|Q15UB6|ZAPC_PSEA6
seq3496, sp|P24580|YI74_BURM1
seq3497, sp|P42597|UTPP_ECOLI
seq3498, sp|Q04868|ELP6_YEAST
seq3499, sp|Q58536|ELP3_METJA
seq3500, sp|Q54433|COAC_STRMU
seq3501, sp|C1CJU2|PLSY_STRZP
seq3502, sp|O31980|YOME_BACSU
seq3503, sp|Q48585|YI3A_LACJH
seq3504, sp|P76097|YDCJ_ECOLI
seq3505, sp|C0SP91|YYCJ_BACSU
seq3506, sp|P0A0I6|AGRA_STAAW
seq3507, sp|Q9HM46|TSR3_THEAC
seq3508, sp|Q9X2H9|NFI_THEMA
seq3509, sp|Q9WYS1|UXAE_THEMA
seq3510, sp|C3LN58|BPT_VIBCM
seq3511, sp|Q87EJ8|BPT_XYLFT
seq3512, sp|Q87CZ0|NFI_XYLFT
seq3513, sp|S3DQP3|GLOA_GLAL2
seq3514, sp|Q8NSD6|LCPA_CORGL
seq3515, sp|Q8NSD6|LCPA_CORGL
seq3516, sp|Q8NSD6|LCPA_CORGL
seq3517, sp|P9WNZ3|DESA3_MYCTU
seq3518, sp|P9WNZ3|DESA3_MYCTU
seq3519, sp|P9WNZ3|DESA3_MYCTU
seq3520, sp|P9WNZ3|DESA3_MYCTU
seq3521, sp|A9CSU5|SYQ_ENTBH
seq3522, sp|Q8NSD6|LCPA_CORGL
seq3523, sp|P16918|RHSC_ECOLI
seq3524, sp|Q6FD86|URED_ACIAD
seq3525, sp|P0AC75|KDTA_ECOLI
seq3526, sp|P0AC75|KDTA_ECOLI
seq3527, sp|P0AC75|KDTA_ECOLI
seq3528, sp|P0AC75|KDTA_ECOLI
seq3529, sp|P9WNZ3|DESA3_MYCTU
seq3530, sp|Q6F6W3|PSD_ACIAD
seq3531, sp|Q49WE6|UGTP_STAS1
seq3532, sp|Q65IA4|UGTP_BACLD
seq3533, sp|Q49WE6|UGTP_STAS1
seq3534, sp|Q49WE6|UGTP_STAS1
seq3535, sp|Q49WE6|UGTP_STAS1
seq3536, sp|O67028|RS21_AQUAE
seq3537, sp|Q03943|IM30_PEA
seq3538, sp|I1N462|SBT1_SOYBN
seq3539, sp|P53933|APP1_YEAST
seq3540, sp|P53933|APP1_YEAST
seq3541, sp|Q9HGP1|YNK4_SCHPO
seq3542, sp|P53933|APP1_YEAST
seq3543, sp|Q9Y7P3|TGL3_SCHPO
seq3544, sp|Q9M1I6|SDP1L_ARATH
seq3545, sp|A0A0H3JVA1|TARS_STAAW
seq3546, sp|B3VA58|AGLK_METVO
seq3547, sp|P49351|FPPS1_LUPAL
seq3548, sp|B3VA58|AGLK_METVO
seq3549, sp|P49351|FPPS1_LUPAL
seq3550, sp|B3VA58|AGLK_METVO
seq3551, sp|P49351|FPPS1_LUPAL
seq3552, sp|B3VA58|AGLK_METVO
seq3553, sp|P53933|APP1_YEAST
seq3554, sp|Q9HGP1|YNK4_SCHPO
seq3555, sp|Q9HGP1|YNK4_SCHPO
seq3556, sp|P53933|APP1_YEAST
seq3557, sp|Q9HGP1|YNK4_SCHPO
seq3558, sp|P53933|APP1_YEAST
seq3559, sp|Q9V496|APLP_DROME
seq3560, sp|Q6ICL3|TNG2_HUMAN
seq3561, sp|P9WNZ3|DESA3_MYCTU
seq3562, sp|Q6F7I0|RIMM_ACIAD
seq3563, sp|G5EC63|DEGS2_CAEEL
seq3564, sp|P9WNZ3|DESA3_MYCTU
seq3565, sp|B0V8X8|BPT_ACIBY
seq3566, sp|B0V8X8|BPT_ACIBY
seq3567, sp|B0V8X8|BPT_ACIBY
seq3568, sp|A0A0K8P8E7|MHETH_IDESA
seq3569, sp|A0A0K8P8E7|MHETH_IDESA
seq3570, sp|A0A0K8P8E7|MHETH_IDESA
seq3571, sp|A0A0K8P8E7|MHETH_IDESA
seq3572, sp|A0A0K8P8E7|MHETH_IDESA
seq3573, sp|A0A0K8P8E7|MHETH_IDESA
seq3574, sp|P75843|YCAQ_ECOLI
seq3575, sp|A0A0K8P8E7|MHETH_IDESA
seq3576, sp|P75843|YCAQ_ECOLI
seq3577, sp|A0A0K8P8E7|MHETH_IDESA
seq3578, sp|P75843|YCAQ_ECOLI
seq3579, sp|Q9Y7P3|TGL3_SCHPO
seq3580, sp|P36165|TGL4_YEAST
seq3581, sp|P36165|TGL4_YEAST
seq3582, sp|Q8R1R3|STAR7_MOUSE
seq3583, sp|Q8S8E3|PYL6_ARATH
seq3584, sp|B8H516|SYGA_CAUVN
seq3585, sp|G5EC63|DEGS2_CAEEL
seq3586, sp|B8H516|SYGA_CAUVN
seq3587, sp|B2SG17|TIG_FRATM
seq3588, sp|Q9M1I6|SDP1L_ARATH
seq3589, sp|P96156|CHID_VIBFU
seq3590, sp|P0AG26|SPOT_SHIFL
seq3591, sp|P44011|Y523_HAEIN
seq3592, sp|P0AG23|RELA_SHIFL
seq3593, sp|P44011|Y523_HAEIN
seq3594, sp|P0AG26|SPOT_SHIFL
seq3595, sp|P0AG23|RELA_SHIFL
seq3596, sp|P44011|Y523_HAEIN
seq3597, sp|P44011|Y523_HAEIN
seq3598, sp|P44011|Y523_HAEIN
seq3599, sp|P96156|CHID_VIBFU
seq3600, sp|P44011|Y523_HAEIN
seq3601, sp|P44011|Y523_HAEIN
seq3602, sp|Q9YFV3|AMZA_AERPE
seq3603, sp|Q12314|SFM1_YEAST
seq3604, sp|Q12314|SFM1_YEAST
seq3605, sp|Q9YFG3|Y010_AERPE
seq3606, sp|Q9YFG3|Y010_AERPE
seq3607, sp|Q9YA49|Y2089_AERPE
seq3608, sp|Q9YFV3|AMZA_AERPE
seq3609, sp|O29976|DIPPS_ARCFU
seq3610, sp|Q97ZW4|APBC_SACS2
seq3611, sp|P94440|LNRL_BACSU
seq3612, sp|Q9YD67|HTPX_AERPE
seq3613, sp|Q58105|Y694_METJA
seq3614, sp|Q9Y914|RS25_AERPE
seq3615, sp|Q9Y914|RS25_AERPE
seq3616, sp|Q9Y914|RS25_AERPE
seq3617, sp|Q9YDD7|RL14E_AERPE
seq3618, sp|D4GYY1|RIO1_HALVD
seq3619, sp|Q9YDV3|TYW3_AERPE
seq3620, sp|Q97ZW4|APBC_SACS2
seq3621, sp|Q97ZW4|APBC_SACS2
seq3622, sp|Q9YBI2|APGM_AERPE
seq3623, sp|Q4J894|TRM10_SULAC
seq3624, sp|Q4J894|TRM10_SULAC
seq3625, sp|Q9YF38|VATD_AERPE
seq3626, sp|B1AR13|CISD3_MOUSE
seq3627, sp|Q9YD10|VAPC3_AERPE
seq3628, sp|Q9YDV3|TYW3_AERPE
seq3629, sp|O29862|NOB1_ARCFU
seq3630, sp|O29862|NOB1_ARCFU
seq3631, sp|G4NYJ6|WAPA_BACS4
seq3632, sp|P0DMY2|BDS8_ANEVI
seq3633, sp|A3MX27|PYRE_PYRCJ
seq3634, sp|G4NYJ6|WAPA_BACS4
seq3635, sp|D2A996|ENTH_SHIF2
seq3636, sp|Q7MUY1|LIPB_PORGI
seq3637, sp|Q08GP4|AHLL_BACCE
seq3638, sp|P81248|YF7B_METJA
seq3639, sp|O28753|ISF2_ARCFU
seq3640, sp|Q57608|Y144_METJA
seq3641, sp|Q5E9S8|CDIN1_BOVIN
seq3642, sp|Q58947|Y1552_METJA
seq3643, sp|O29181|Y1084_ARCFU
seq3644, sp|O29189|Y1074_ARCFU
seq3645, sp|O29931|VAPB4_ARCFU
seq3646, sp|O29917|AMZA_ARCFU
seq3647, sp|O29926|VAPB7_ARCFU
seq3648, sp|O28561|VPB17_ARCFU
seq3649, sp|O29520|Y738_ARCFU
seq3650, sp|Q58947|Y1552_METJA
seq3651, sp|O29520|Y738_ARCFU
seq3652, sp|O29102|VATF_ARCFU
seq3653, sp|Q0BN67|GLGB_FRATO
seq3654, sp|P42597|UTPP_ECOLI
seq3655, sp|Q58947|Y1552_METJA
seq3656, sp|Q58947|Y1552_METJA
seq3657, sp|O29999|ADEC_ARCFU
seq3658, sp|Q58569|FWDA_METJA
seq3659, sp|Q11TP3|SSRP_CYTH3
seq3660, sp|Q11TP3|SSRP_CYTH3
seq3661, sp|Q58154|HDRC1_METJA
seq3662, sp|P0CU68|CLAF_PASFU
seq3663, sp|Q0AVM5|BCT_SYNWW
seq3664, sp|O29021|AMTAB_ARCFU
seq3665, sp|O30030|Y209_ARCFU
seq3666, sp|Q58374|Y964_METJA
seq3667, sp|Q58598|Y1198_METJA
seq3668, sp|Q58598|Y1198_METJA
seq3669, sp|Q58598|Y1198_METJA
seq3670, sp|Q58803|Y1408_METJA
seq3671, sp|Q59044|Y1650_METJA
seq3672, sp|O29175|Y1090_ARCFU
seq3673, sp|Q2JVA4|GLMU_SYNJA
seq3674, sp|O28071|VPB21_ARCFU
seq3675, sp|Q58947|Y1552_METJA
seq3676, sp|O29173|VPB13_ARCFU
seq3677, sp|Q58947|Y1552_METJA
seq3678, sp|O29170|Y1095_ARCFU
seq3679, sp|O29113|PUS10_ARCFU
seq3680, sp|Q57731|APBC_METJA
seq3681, sp|O29911|PRIL_ARCFU
seq3682, sp|Q5JD38|TRM10_THEKO
seq3683, sp|Q57608|Y144_METJA
seq3684, sp|Q57998|Y578_METJA
seq3685, sp|Q58250|MFNF_METJA
seq3686, sp|Q8PZ67|FPOF_METMA
seq3687, sp|B0MC58|BCACT_ANACD
seq3688, sp|O28990|Y1278_ARCFU
seq3689, sp|Q5E9S8|CDIN1_BOVIN
seq3690, sp|Q58171|Y761_METJA
seq3691, sp|Q58517|COBY_METJA
